Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Product Operations- Manager- Lending ( EMI ),Paytm,India,Remote,"10,001+ employees","18,650 on LinkedIn",Over 200 applicants,"Financial Services 10,001+ employees 18,650 on LinkedIn",Full-time,"['', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddFinTechAddFinancial TechnologyAddMarketingAddNegotiationAddOperationsAddOpsAddProduct OperationsAddProduction OperationsAddTeam ManagementAdd
Sr. Executive / Executive,Astral Pipes,"Secunderābād, Telangana, India",On-site,"1,001-5,000 employees","1,011 on LinkedIn",70 applicants,"Construction 1,001-5,000 employees 1,011 on LinkedIn",Full-time · Mid-Senior level,"['Deliver sales targets by managing distributors and associated dealers', 'Strengthen distribution network by expanding retail base and opening new distributor wherever necessary', 'Be a connect between distributor and depot for order booking', 'Deliver agreed market service norms', 'Develop a list of top plumbers associated with the dealer and share it with Business Development Team', '', '']",Data AnalysisAnalytical SkillsAddManagement Information Systems (MIS)AddMarket ResearchAddMarketingAddNegotiationAddResearchAddSalesAddTeam LeadershipAddTeamworkAdd
Gameberry Labs - Social Media Manager,Gameberry Labs,"Bengaluru, Karnataka, India",On-site,51-200 employees,154 on LinkedIn,44 applicants,Computer Games 51-200 employees 154 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Brand AwarenessAddCopywritingAddDigital ContentAddDigital MarketingAddInfluencer MarketingAddMedia TrendsAddSocial MediaAddSocial Media ManagementAddSocial Media Optimization (SMO)AddUser Generated ContentAdd
MARKETING & BD,Zigsaw,Greater Delhi Area,On-site,11-50 employees,317 on LinkedIn,3 applicants,Staffing & Recruiting 11-50 employees 317 on LinkedIn,Full-time · Mid-Senior level,"['Identify potential clients in the target market and complete appropriate research on the prospective client’s business and equipment needs', '', '', '', '', '', '', '', '', '', '']",Business-to-Business (B2B)AddCommunicationAddContract NegotiationAddFacilitationAddGroup PresentationsAddPresentationsAddRelationship BuildingAddSalesAddSearch Engine Optimization (SEO)AddWritten CommunicationAdd
Assistant Manager - Security,The Phoenix Mills Ltd.,"Pune, Maharashtra, India",On-site,"501-1,000 employees",901 on LinkedIn,120 applicants,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Crisis ManagementAddEmergency ManagementAddOperationsAddRetailAddSecurityAddSecurity ManagementAddSecurity OperationsAddStatistical ToolsAddSupervisory SkillsAddVendor ManagementAdd
Hire position for Database Developer,Datacomp Web Technologies India Pvt Ltd,"Mumbai, Maharashtra, India",On-site,201-500 employees,380 on LinkedIn,10 applicants,Information Technology & Services 201-500 employees 380 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '']",Database DesignAddDatabase DevelopmentAddDatabase TriggersAddDatabasesAddOracle DatabaseAddPL/SQLAddPerformance TuningAddSQLAddSQL Server Integration Services (SSIS)AddStored ProceduresAdd
Linux Administrator,Amity Software Systems Limited,"Gautam Buddha Nagar, Uttar Pradesh, India",On-site,"501-1,000 employees",190 on LinkedIn,6 applicants,"Computer Software 501-1,000 employees 190 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Control PanelAddDSLAddFTPAddLinux ServerAddModemsAddSoftware InstallationAddUSBAddUser ManagementAddWireless AccessAddZimbraAdd
Senior Executive - Operations,The Phoenix Mills Ltd.,"Pune, Maharashtra, India",On-site,"501-1,000 employees",901 on LinkedIn,Over 200 applicants,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CAMAddCommunicationAddCustomer Relationship Management (CRM)AddExternal AgenciesAddManagement Information Systems (MIS)AddMarketingAddOperationsAddOperations ManagementAddRetailAddShopping CentersAdd
VP (IT Technology- Web site),Unnati,"Delhi, Delhi, India",On-site,51-200 employees,160 on LinkedIn,Null,Farming 51-200 employees 160 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '']",AngularAddBootstrapAddBudgetingAddBusiness ProcessAddCascading Style Sheets (CSS)AddCommunicationAddDoctrine (PHP)AddInformation TechnologyAddJavaScriptAddPHPAdd
Business Development Executive,Feline Technologies,"Bengaluru, Karnataka, India",Hybrid,2-10 employees,2 on LinkedIn,1 applicant,Information Technology & Services 2-10 employees 2 on LinkedIn,"₹100,000/yr - ₹240,000/yr · Full-time · Mid-Senior level","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business DevelopmentAddCold CallingAddCompetitive AnalysisAddCustomer Relationship Management (CRM)AddGraphic DesignAddLead GenerationAddMarket ResearchAddProduct MarketingAddProposal PreparationAddWeb DesignAdd
Business Development Executive,Go Viralll,"Hyderabad, Telangana, India",Hybrid,11-50 employees,1 on LinkedIn,Null,Marketing & Advertising 11-50 employees 1 on LinkedIn,Full-time · Mid-Senior level,"['Exp: 1-3 years; We are seeking to hire a Business Development Executive who possesses relevant skills of business development. You will be assisting the Business Development Manager in working of business oriented goals for better growth perspectives. Duties and Responsibilities To follow the guidelines by the business development manager and suggest new ways of growing the business To be able to make new relationships in an effort to grow business and help the company expand To increase the value of existing customers while attracting new ones To be able to Understand client needs and offer solutions and support To answer potential client questions and follow-up call questions; To responding timely and effectively to client inquiries To Create and maintain a list/database of prospect clients To ensure sending out emails for lead generation To arrange meetings for senior management with prospective clients To follow organizations guidelines and procedures for acquisition of customers, submission of tenders etc Qualifications & Skills A Bacheolers degree in relevant discipline MBA in Business Administration preferred. Must possess excellent team building and people management abilities Come with strong data management and analytics experience Must be able to create good presentations Should have excellent interpersonal skills Must be detail oriented and an active listener Ability to work under pressure Must be able to handle rejection and continue on with a positive attitude when reaching next potential client Must be passionate about online marketing and selling Strong negotiation skills Ability to work independently or as an active member of a team Must hold strong computer skills, including Microsoft Office Suite (Word, PowerPoint, Outlook, and Excel)business development , business development manager , lead generation , negotiation , business development executive , business oriented , selling , team building']",Account ManagementAddBusiness DevelopmentAddCustomer AcquisitionAddCustomer SatisfactionAddInterpersonal SkillsAddLead GenerationAddNegotiationAddNew Business DevelopmentAddPresentationsAddSales ProcessesAdd
Business Development Executive Karnataka,MyTravaly India,"Karnataka, India",On-site,11-50 employees,18 on LinkedIn,2 applicants,Computer Software 11-50 employees 18 on LinkedIn,Full-time · Associate,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Active ListeningAddCustomer ServiceAddDeal ClosureAddHindiAddInterpersonal SkillsAddNegotiationAddNew Business OpportunitiesAddPresentationsAddProduct DemonstrationAddProduct MarketingAdd
"Sr Analyst, Vulnerability Management",Evolent Health,"Pune, Maharashtra, India",Hybrid,"1,001-5,000 employees","2,803 on LinkedIn",8 applicants,"Hospital & Health Care 1,001-5,000 employees 2,803 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Analytical SkillsAddCommunicationAddComputer ScienceAddKey Performance IndicatorsAddPatch ManagementAddProblem SolvingAddTechnical RequirementsAddVulnerabilityAddVulnerability ManagementAddVulnerability ScanningAdd
Sales Operations Executive,Cendyn,"Hyderabad, Telangana, India",On-site,"501-1,000 employees",517 on LinkedIn,70 applicants,"Computer Software 501-1,000 employees 517 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Attention to DetailAddCommunicationAddContract ManagementAddDocuSignAddGeneral AdministrationAddOrganization SkillsAddSalesAddSales OperationsAddSales ProcessesAddSoftware SystemsAdd
Business Development,Applycup Hiring Solutions,"Delhi Cantonment, Delhi, India",Full-time · Mid-Senior level,51-200 employees,Null,Null,Staffing & Recruiting 51-200 employees,Full-time · Mid-Senior level,"['Exp: 0-2 years; QualificationBE ,Btech ,BSC Computer/IT,MSC ,MCA,any graduate, Experience0 - 2 Years Skills fresher, targeted sales Job DescriptionJob Description- Profile Description As a member of Business Development team you will be involved in generating new leads, scout for business development activities. Brief about the role -Develop plans in order to widen the current business and fetch new projects for the organisation. -Approach to international market and interaction to clients over calls and emails and messages -Collaborating with sales and leadership to secure, retain, and grow accounts -Developing customized targeted sales strategies -Creating informative presentations; Presenting and delivering information to potential clients at client meetings, industry exhibits, trade shows, and conferences -Coordinating business generation activities -Responding to client requests for proposals (RFPs) -Answering potential client questions and follow-up call questions -Creating and maintaining a list/database of prospect clients -Maintaining short- and long-term business development plans -Maintaining database (Salesforce, CRM, Excel, etc.) of prospective client information -Cold calling; making multiple outbound calls to potential clients -Understanding client needs and offering solutions and support -Closing sales and working with client through closing process -Collaborating with management on sales goals, planning, and forecasting Candidate ProfileSalary Range1.5-3.5 P.A.Business Development , Corporate Sales ,Channel Sales ,Client Servicing']",Account ManagementAddBusiness PlanningAddBusiness-to-Business (B2B)AddMarket ResearchAddMarketingAddMarketing StrategyAddNew Business DevelopmentAddPresentationsAddSalesAddTeamworkAdd
Manager Business Development,Applycup Hiring Solutions,"Delhi, Delhi, India",Full-time · Mid-Senior level,51-200 employees,Null,Null,Staffing & Recruiting 51-200 employees,Full-time · Mid-Senior level,"['Exp: 4-7 years; QualificationBE ,Btech ,BSC Computer/IT,MSC ,MCA,any graduate, Experience4 - 6 Years SkillsJob Description- Responsibilities/ Role Description Manage the team of business development executives for the designated territory. Proactively prospect, qualify, grow, and maintain a regional territory account list. Generate new business leads and expand client base. Pitch new business to multinational companies. Meeting weekly, monthly and annual revenue targets as set by sales management. Proactively provide smart client research and industry specific information to recruiters. Create and update sales proposals and presentations. Contribute strategically to the growth and direction of our recruitment services. Desired Profile/Skills The most critical skill needed is the ability to sell along with a drive to succeed and persistence to keep going. Graduate in any stream, minimum 60 PERCENT marks in Class XII (best of five subjects). Have at least 4 years of experience in Business Development (selling to corporates) Proficiency with MS Word/Excel/PowerPoint/Outlook. Strong verbal, listening, and written communication skills. Achievement oriented, self-motivated, assertive and persistent with a strong desire to succeed in a competitive marketplace. Must have the ability to work under minimum supervision. Should possess own transportation.business development , business leads , sales management']",Account ManagementAddBusiness PlanningAddMicrosoft OutlookAddMicrosoft PowerPointAddNew Business DevelopmentAddPersistenceAddPresentationsAddSmart ClientAddTeamworkAddWritten CommunicationAdd
Implementation-Conversion Analyst with Payment domain,Jobs for Humanity,"Bengaluru, Karnataka, India",On-site,11-50 employees,32 on LinkedIn,1 applicant,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '']",Data AnalysisAnalytical SkillsAddClient RequirementsAddData AnalyticsAddDocumentationAddInterpersonal RelationshipsAddNegotiationAddProblem SolvingAddProduct MappingAddTechnical SpecsAdd
